date,temprature,humidity,wind 
20220412T2100,14.220245,75.841705,1.484318
20220412T2200,12.990245,81.31085,0.8049845
20220412T2300,13.230246,79.39539,2.7416782
20220413T0000,12.910245,79.186554,7.7879906
20220413T0100,12.320246,81.60384,7.628263
20220413T0200,11.770246,82.64371,3.2399998
20220413T0300,10.660245,85.36589,6.489992
20220413T0400,9.920245,87.89098,5.8603754
20220413T0500,9.200245,89.035515,4.0249224
20220413T0600,10.550245,86.05534,7.928178
20220413T0700,13.480246,74.7471,8.049845
20220413T0800,16.020247,60.04658,4.6800003
20220413T0900,18.060246,50.37097,3.5455887
20220413T1000,19.900246,44.91204,4.3349743
20220413T1100,21.030245,42.247738,8.427383
20220413T1200,21.890245,40.78954,6.379216
20220413T1300,22.570246,39.53048,7.9526596
20220413T1400,23.000246,38.957726,8.669949
20220413T1500,23.030245,39.68976,9.0645685
20220413T1600,22.570246,42.687737,10.630672
20220413T1700,21.620245,42.70707,8.699793
20220413T1800,19.340246,51.693848,7.8625183
20220413T1900,17.740246,56.20831,9.904906
20220413T2000,17.300245,59.30704,8.854829
20220413T2100,15.570246,66.46978,8.287822
20220413T2200,16.080246,67.52836,6.9247384
20220413T2300,15.230246,71.660614,4.6938252
20220414T0000,13.280245,79.51002,5.154415
20220414T0100,11.890245,84.757195,5.3517847
20220414T0200,11.740245,86.24315,3.8268526
20220414T0300,11.530245,86.337395,2.3051248
20220414T0400,11.790245,85.72561,1.1384199
20220414T0500,11.270246,87.25061,2.2768397
20220414T0600,11.920245,87.31567,0.8049845
20220414T0700,14.280245,77.60405,2.2768397
20220414T0800,15.510245,72.00326,3.5455887
20220414T0900,17.190245,63.716343,5.8603754
20220414T1000,18.400246,63.481255,5.937272
20220414T1100,19.660246,60.520515,6.489992
20220414T1200,20.560246,56.923973,7.9526596
20220414T1300,21.250246,55.165966,9.779817
20220414T1400,21.440245,53.76995,11.901798
20220414T1500,21.800245,52.488518,12.245294
20220414T1600,21.560246,51.49105,10.1376915
20220414T1700,20.690245,54.475624,8.654986
20220414T1800,19.030245,63.32935,9.9571085
20220414T1900,17.950245,66.05245,9.3876505
20220414T2000,16.980246,71.13736,6.5693827
20220414T2100,15.660245,76.08321,4.6800003
20220414T2200,13.490245,85.73859,7.928178
20220414T2300,13.580245,86.66684,4.8965297
20220415T0000,14.110246,86.43334,6.6087217
20220415T0100,13.800245,87.84767,6.792466
20220415T0200,13.430245,89.40295,3.8773184
20220415T0300,12.840245,91.21832,4.0249224
20220415T0400,12.370245,93.89942,4.8965297
20220415T0500,11.740245,93.678734,4.8965297
20220415T0600,12.230246,92.15508,5.815978
20220415T0700,13.740245,85.59441,4.6938257
20220415T0800,15.440246,76.60585,6.830519
20220415T0900,17.190245,69.7749,8.766573
20220415T1000,18.310246,65.954834,7.8625183
20220415T1100,19.580246,59.346992,10.028439
20220415T1200,20.250246,53.854664,11.043261
20220415T1300,20.900246,49.02223,11.090103
20220415T1400,21.160246,46.608204,10.661107
20220415T1500,21.190245,43.91264,10.239453
20220415T1600,20.720245,44.260212,10.594036
20220415T1700,19.930244,45.947674,9.3876505
20220415T1800,18.420246,48.836166,7.928178
20220415T1900,16.010246,58.025578,7.2359104
20220415T2000,14.590245,63.11464,7.342588
20220415T2100,13.350245,67.634094,7.172949
20220415T2200,12.440246,70.82275,7.8954163
20220415T2300,11.970245,72.05793,7.9036193
20220416T0000,11.050245,75.08312,7.10031
20220416T0100,9.5602455,79.26815,7.4128532
20220416T0200,8.830245,81.563194,7.8954163
20220416T0300,8.160246,83.71816,7.10031
20220416T0400,7.400245,86.05712,6.8777895
20220416T0500,6.860245,87.5177,7.10031
20220416T0600,9.080245,82.739784,6.9247384
20220416T0700,10.720245,76.70309,9.19939
20220416T0800,12.520246,67.594185,11.966954
20220416T0900,13.900246,62.08861,15.696165
20220416T1000,14.750245,56.751957,14.512064
20220416T1100,15.540245,52.377266,16.08761
20220416T1200,15.960245,48.891087,16.641972
20220416T1300,16.530245,44.973892,16.279802
20220416T1400,16.910246,43.06958,15.683774
20220416T1500,16.810246,42.018448,15.379206
20220416T1600,16.410246,41.54487,15.192682
20220416T1700,15.400246,45.475746,12.496718
20220416T1800,13.660245,49.06656,10.44
20220416T1900,11.700245,54.06271,9.686609
20220416T2000,10.620245,56.45734,9.449572
20220416T2100,9.840245,57.724613,9.220499
20220416T2200,8.890245,60.5415,9.178235
20220416T2300,8.600245,58.9124,9.585739
20220417T0000,7.730245,59.112015,10.315115
20220417T0100,6.4102454,61.053165,9.021574
20220417T0200,5.1602454,64.47683,7.2
20220417T0300,4.2502456,66.82593,6.8777895
20220417T0400,3.7102456,68.30024,7.145796
20220417T0500,3.4102454,68.79065,6.3690495
20220417T0600,5.7802453,61.431202,8.209263
20220417T0700,7.8102455,51.84872,10.739832
20220417T0800,9.600245,46.01356,12.387348
20220417T0900,11.510245,40.04292,13.397612
20220417T1000,13.410245,35.405045,11.457958
20220417T1100,15.160245,32.737972,12.475961
20220417T1200,16.570246,30.124514,13.246826
20220417T1300,17.550245,27.115908,13.608762
20220417T1400,18.160246,24.878607,14.186923
20220417T1500,18.370245,23.109484,14.689588
20220417T1600,17.870245,23.904245,13.392774
20220417T1700,16.650246,28.061384,9.726664
20220417T1800,14.480246,32.413002,7.491114
20220417T1900,11.5602455,41.382248,7.4128532
20220417T2000,9.670245,48.472446,7.4128532
20220417T2100,8.430245,53.5009,8.049845
20220417T2200,7.5102453,54.593098,8.311245
20220417T2300,6.2602453,60.8799,7.072878
20220418T0000,5.4302454,64.30614,6.28713
20220418T0100,4.3502455,69.10502,6.151683
20220418T0200,3.7802453,71.04409,5.8048253
20220418T0300,2.8102455,75.435715,6.28713
20220418T0400,2.1002455,78.31318,5.1544156
20220418T0500,1.6902454,81.18984,3.6
20220418T0600,4.9302454,72.49512,4.39436
20220418T0700,7.9302454,58.01167,2.9024127
20220418T0800,10.080245,48.985947,2.968636
20220418T0900,11.8102455,44.905178,3.7585104
20220418T1000,13.430245,43.368916,4.510787
20220418T1100,14.960245,41.559998,6.1305785
20220418T1200,16.300245,38.92829,6.618519
20220418T1300,17.400246,36.1363,6.297428
20220418T1400,18.080246,33.512306,6.151683
20220418T1500,18.490246,32.492928,6.28713
20220418T1600,18.480246,32.560257,6.924738
20220418T1700,17.550245,36.077404,5.4119864
20220418T1800,14.340245,50.92332,6.924738
20220418T1900,11.090245,57.84809,9.3876505
20220418T2000,10.920245,55.09902,9.346143
20220418T2100,10.190246,59.92391,7.754637
20220418T2200,8.650246,63.19664,3.9763298
20220418T2300,6.3702455,73.57659,3.4152596
20220419T0000,4.6202455,81.28832,3.4152596
20220419T0100,3.6802454,85.73488,4.1046314
20220419T0200,3.0902452,88.56226,3.671294
20220419T0300,2.4402454,90.901054,2.968636
20220419T0400,2.0302453,91.72661,2.2768397
20220419T0500,2.2102454,91.01258,2.5959969
20220419T0600,5.5802455,81.95848,4.6800003
20220419T0700,9.240245,67.629974,2.8799999
20220419T0800,11.750245,57.163666,3.6
20220419T0900,13.930245,51.168827,4.6938257
20220419T1000,15.960245,44.744858,4.510787
20220419T1100,17.310246,39.987858,4.32
20220419T1200,18.110245,37.052864,5.5887027
20220419T1300,18.760244,35.138954,6.638072
20220419T1400,18.900246,34.387356,8.4042845
20220419T1500,18.950245,33.528915,9.779817
20220419T1600,18.150246,35.159092,10.495713
20220419T1700,17.030245,37.881073,8.311245
20220419T1800,14.960245,43.91639,6.8399997
20220419T1900,12.390245,54.09797,6.87779
20220419T2000,11.160245,58.528763,8.12197
20220419T2100,10.120245,62.390545,8.891344
20220419T2200,9.020246,67.0543,10.041354
20220419T2300,8.300245,70.81894,7.386582
20220420T0000,7.860245,71.99887,6.297428
20220420T0100,7.750245,71.4652,6.830519
20220420T0200,6.5602455,75.321686,5.4833565
20220420T0300,5.7202454,78.64739,5.00128
20220420T0400,5.230245,79.7038,5.634891
20220420T0500,5.110245,79.112915,4.198285
20220420T0600,7.1602454,71.241264,6.489992
20220420T0700,9.580245,60.457005,6.8777895
20220420T0800,11.630245,53.085255,7.8954163
20220420T0900,13.360246,47.73666,9.422101
20220420T1000,14.950245,45.087147,12.24
20220420T1100,16.130245,42.296444,13.551501
20220420T1200,17.010244,39.616264,11.966954
20220420T1300,17.700245,37.515163,12.496718
20220420T1400,18.060246,35.58778,12.313894
20220420T1500,18.140245,34.556953,10.383987
20220420T1600,17.620245,34.353073,13.854155
20220420T1700,16.390245,37.79871,9.346143
20220420T1800,14.250245,42.405766,6.130579
20220420T1900,11.680245,50.35066,7.072878
20220420T2000,9.870245,57.69108,7.5942082
20220420T2100,8.900246,60.631382,7.42159
20220420T2200,8.200246,60.759033,6.489992
20220420T2300,6.8902454,65.32285,6.12
20220421T0000,5.8002453,69.52809,6.297428
20220421T0100,4.8202453,73.26909,6.297428
20220421T0200,4.0202456,75.99782,5.634891
20220421T0300,3.2202454,79.83956,5.0142193
20220421T0400,2.3902454,83.10747,5.315336
20220421T0500,2.4402454,83.78615,3.8773184
20220421T0600,5.7602453,73.45642,4.452954
20220421T0700,8.480246,61.18331,4.0249224
20220421T0800,10.720245,51.960182,4.8433046
20220421T0900,12.660245,46.449326,6.8777895
20220421T1000,14.540245,42.89091,8.707237
20220421T1100,15.960245,40.18707,10.1887
20220421T1200,17.170246,37.277473,10.883676
20220421T1300,18.310246,35.3325,12.387348
20220421T1400,18.910246,34.02407,11.808878
20220421T1500,19.200245,32.984104,11.269782
20220421T1600,19.070246,33.94995,12.661564
20220421T1700,17.880245,41.3041,11.659777
20220421T1800,15.750245,48.219048,9.255571
20220421T1900,13.230246,58.15955,8.427383
20220421T2000,11.610246,64.947136,9.021574
20220421T2100,10.370245,68.98517,8.287822
20220421T2200,9.470245,72.168526,7.145796
20220421T2300,8.590245,74.21396,7.653705
20220422T0000,7.860245,75.82853,7.10031
20220422T0100,6.8902454,78.50555,7.386582
20220422T0200,6.3102455,79.762505,6.1305785
20220422T0300,6.520245,79.34295,5.00128
20220422T0400,5.6602454,82.911224,4.829907
20220422T0500,5.0902452,86.0908,5.1165614
20220422T0600,7.2002454,81.90227,5.4833565
20220422T0700,9.370245,73.582,6.297428
20220422T0800,10.990245,67.92055,7.9036193
20220422T0900,12.610246,62.86268,8.707237
20220422T1000,14.120245,60.74123,9.686609
20220422T1100,15.830245,54.910286,9.931042
20220422T1200,17.110245,51.228203,7.8954163
20220422T1300,17.990246,48.98543,7.42159
20220422T1400,18.790245,46.867393,9.47012
20220422T1500,18.500246,49.02641,10.948973
20220422T1600,17.920246,53.057804,10.799999
20220422T1700,17.170246,54.699383,8.049845
20220422T1800,15.870245,56.92452,6.130579
20220422T1900,13.770246,67.03219,6.519877
20220422T2000,11.790245,76.77846,7.5170207
20220422T2100,10.950245,79.5923,6.3690495
20220422T2200,10.080245,84.4256,4.452954
20220422T2300,9.0602455,86.90227,6.2145634
20220423T0000,8.450246,88.72065,6.162207
20220423T0100,8.690246,87.647,6.849467
20220423T0200,9.180245,86.139534,6.130579
20220423T0300,9.090245,85.714134,5.3999996
20220423T0400,8.910245,87.790436,4.73506
20220423T0500,8.980246,88.16128,2.9024127
20220423T0600,10.090245,85.12479,0.8049845
20220423T0700,10.760245,83.13338,0.35999998
20220423T0800,11.510245,79.67709,1.609969
20220423T0900,12.090245,77.09158,2.7416782
20220423T1000,12.610246,77.862335,7.42159
20220423T1100,12.960245,77.13,7.9932966
20220423T1200,12.880245,79.07493,8.404285
20220423T1300,13.500245,78.32004,7.928177
20220423T1400,13.610246,78.179016,7.628263
20220423T1500,14.360246,75.865425,8.654986
20220423T1600,14.620245,74.09569,8.373386
20220423T1700,14.3102455,75.34838,9.504273
20220423T1800,13.430245,79.104965,10.990322
20220423T1900,12.230246,84.22662,8.654987
20220423T2000,11.840245,85.21118,9.449572
20220423T2100,11.120245,88.905785,7.7879906
20220423T2200,10.430245,82.40905,8.707237
20220423T2300,11.080245,77.93524,6.87779
20220424T0000,9.8102455,84.160576,13.450708
20220424T0100,9.120245,88.72264,17.709658
20220424T0200,9.020246,87.37884,13.004922
20220424T0300,8.150246,84.656334,7.9932966
20220424T0400,7.8102455,86.58582,5.5887027
20220424T0500,7.8302455,88.41524,5.771239
20220424T0600,8.320246,89.819664,6.130579
20220424T0700,9.100245,87.14653,6.9899354
20220424T0800,9.730246,83.8613,7.968939
20220424T0900,10.220245,82.04135,9.178235
20220424T1000,10.570246,82.88122,10.514218
20220424T1100,10.970245,82.990326,13.392774
20220424T1200,11.250245,83.480415,17.114204
20220424T1300,11.300245,85.78748,18.161278
20220424T1400,11.150246,86.707596,16.171976
20220424T1500,10.970245,88.832146,17.076298
20220424T1600,10.620245,91.24283,12.55879
20220424T1700,10.510245,92.166504,10.195057
20220424T1800,10.280245,93.85233,9.085988
20220424T1900,10.190246,95.25493,8.373386
20220424T2000,10.160245,96.67999,8.0899935
20220424T2100,10.200245,97.59845,5.991594
20220424T2200,10.180245,97.26945,6.28713
20220424T2300,9.940246,97.921814,5.8048253
20220425T0000,9.950245,98.65165,5.634891
20220425T0100,9.870245,96.801285,5.634891
20220425T0200,9.950245,97.06595,5.95906
20220425T0300,10.450245,94.561615,5.6920996
20220425T0400,10.280245,94.5533,4.452954
20220425T0500,9.820246,98.18401,5.506941
20220425T0600,11.040245,94.39953,6.6185193
20220425T0700,11.730246,89.74153,6.489992
20220425T0800,12.0602455,90.55442,7.386582
20220425T0900,12.090245,88.87209,7.145796
20220425T1000,12.500245,85.688255,5.0142193
20220425T1100,13.160245,82.49071,3.6179552
20220425T1200,13.200245,81.66862,2.0364676
20220425T1300,13.520246,80.13626,5.5887027
20220425T1400,13.830245,76.08285,11.885453
20220425T1500,13.870245,76.81111,12.783802
20220425T1600,13.130245,80.566956,9
20220425T1700,12.400246,83.793755,3.8939953
20220425T1800,11.280245,89.28123,4.6938252
20220425T1900,11.070246,91.645744,5.771239
20220425T2000,10.990245,92.01191,4.68
20220425T2100,10.760245,94.068245,4.73506
20220425T2200,9.950245,95.050995,2.0364676
20220425T2300,9.650246,97.05684,2.4149535
20220426T0000,9.180245,97.70419,4.1046314
20220426T0100,8.910245,98.096985,1.609969
20220426T0200,9.100245,97.569305,1.2979984
20220426T0300,9.230246,96.84608,2.8116899
20220426T0400,9.110246,96.18497,4.8965297
20220426T0500,9.070246,93.849304,7.628263
20220426T0600,8.920245,94.2913,7.42159
20220426T0700,9.120245,91.44347,3.563818
20220426T0800,10.040245,86.17577,4.3349743
20220426T0900,11.340245,76.75532,6.28713
20220426T1000,12.200245,68.08828,8.12197
20220426T1100,13.000245,64.19094,9.726665
20220426T1200,13.230246,65.04876,9.726665
20220426T1300,13.380245,64.32364,11.874544
20220426T1400,13.430245,64.02489,10.703569
20220426T1500,13.990245,62.024548,10.028439
20220426T1600,14.200245,59.388966,9.387651
20220426T1700,13.760245,59.3606,7.7043357
20220426T1800,12.130245,70.17683,5.7599998
20220426T1900,11.130245,70.361374,5.6002855
20220426T2000,10.910245,71.79993,3.319036
20220426T2100,9.620245,76.19474,1.1384199
20220426T2200,8.8102455,80.375244,5.8603754
20220426T2300,8.520246,80.89488,7.5599995
20220427T0000,5.5302453,91.35735,7.9932976
20220427T0100,5.650245,92.72842,7.4128532
20220427T0200,4.6402454,95.79319,6.696387
20220427T0300,4.0602455,98.24173,6.297428
20220427T0400,3.7402453,98.79165,5.991594
20220427T0500,4.650245,97.70617,5.904439
20220427T0600,6.4102454,95.341934,5.3999996
20220427T0700,8.410246,88.28821,7.42159
20220427T0800,10.430245,76.44153,9.178235
20220427T0900,11.740245,68.844376,9.339208
20220427T1000,13.240245,64.33568,11.304229
20220427T1100,14.280245,59.326828,11.183201
20220427T1200,15.360246,55.54987,10.883676
20220427T1300,16.320246,52.263493,10.799999
20220427T1400,17.210245,49.379055,10.086427
20220427T1500,17.620245,47.811718,8.942214
20220427T1600,17.520245,48.550842,9.726664
20220427T1700,16.730246,53.43231,9.028754
20220427T1800,14.530245,64.89817,7.754637
20220427T1900,11.8102455,74.7551,8.39657
20220427T2000,10.430245,79.1299,8.669949
20220427T2100,9.230246,82.41658,8.435069
20220427T2200,8.330246,83.56529,7.653705
20220427T2300,7.670245,85.96798,6.151683
20220428T0000,6.860245,88.01012,5.2416787
20220428T0100,6.170245,90.513885,5.3517847
20220428T0200,5.650245,92.14276,5.0142193
20220428T0300,5.110245,93.413635,4.6800003
20220428T0400,4.4402456,94.90549,4.829907
20220428T0500,5.270245,93.687996,3.7064266
20220428T0600,8.110246,86.67923,3.7585104
20220428T0700,10.550245,77.09948,4.6102495
20220428T0800,12.780245,68.44818,7.42159
20220428T0900,14.790245,61.073204,8.587338
20220428T1000,16.540245,56.166397,9.422101
20220428T1100,17.960245,51.109154,10.296251
20220428T1200,19.080246,46.08583,10.685391
20220428T1300,19.930244,42.45547,9.885262
20220428T1400,20.570246,39.005196,9
20220428T1500,20.840246,36.841187,8.913181
20220428T1600,20.710245,35.662457,10.233123
20220428T1700,19.870245,40.400673,7.729527
20220428T1800,17.180244,51.247414,7.8954163
20220428T1900,13.800245,60.32668,7.653705
20220428T2000,11.900246,67.41205,7.9932966
20220428T2100,10.420245,72.355835,8.373386
20220428T2200,9.440246,77.44945,7.8954163
20220428T2300,8.550245,79.33066,6.2145634
20220429T0000,7.4302454,82.80422,5.3999996
20220429T0100,6.670245,85.36884,4.6938252
20220429T0200,5.730245,88.95594,4.0249224
20220429T0300,4.9502454,91.56975,4.379589
20220429T0400,4.2602453,93.15824,3.8773184
20220429T0500,5.360245,90.957115,2.2768397
20220429T0600,8.080246,84.117836,2.9024127
20220429T0700,10.910245,71.252686,2.9024127
20220429T0800,13.230246,60.352737,3.7585104
20220429T0900,15.360246,53.395496,3.6
20220429T1000,16.680244,48.85544,5.1919937
20220429T1100,17.820246,46.75409,5.6920996
20220429T1200,18.450245,44.806854,5.4477882
20220429T1300,18.970245,42.82769,4.73506
20220429T1400,19.060246,41.38861,6.696387
20220429T1500,18.930244,41.091686,7.7879906
20220429T1600,18.350245,41.879456,8.587338
20220429T1700,17.760244,48.21669,6.297428
20220429T1800,17.360245,40.890297,6.4096174
20220429T1900,14.690246,56.22638,6.8777895
20220429T2000,13.140245,64.580055,7.0911775
20220429T2100,12.760245,68.06752,6.12
20220429T2200,12.300245,69.2971,1.9386592
20220429T2300,12.090245,71.93255,4.0249224
20220430T0000,11.640245,76.964005,5.6920996
20220430T0100,10.940246,83.55508,5.3999996
20220430T0200,9.920245,88.43358,2.6208394
20220430T0300,9.020246,91.24809,2.5959969
20220430T0400,9.220245,92.39436,1.0182338
20220430T0500,9.070246,93.20986,0.71999997
20220430T0600,10.370245,89.68835,2.0991426
20220430T0700,12.280245,82.0971,4.2136917
20220430T0800,13.610246,74.06405,5.771239
20220430T0900,14.830245,67.9042,6.130579
20220430T1000,15.080245,63.575867,10.799999
20220430T1100,15.400246,61.852318,12.620554
20220430T1200,15.320246,62.342342,12.074766
20220430T1300,15.500245,60.62022,12.682018
20220430T1400,15.330245,60.371387,11.570515
20220430T1500,14.770246,64.95254,10.446206
20220430T1600,13.710245,69.351875,9.422101
20220430T1700,12.830245,75.552025,9.9571085
20220430T1800,12.270246,76.70161,7.92
20220430T1900,11.250245,81.4557,5.3999996
20220430T2000,10.240245,86.07993,6.12
20220430T2100,9.510245,89.55317,5.8048253
20220430T2200,8.290245,93.869484,6.162207
20220430T2300,7.610245,95.86091,7.4128532
20220501T0000,7.6202455,95.861336,7.42159
20220501T0100,7.0602455,96.9719,7.6367526
20220501T0200,6.3202453,96.74324,5.4477882
20220501T0300,6.0502453,97.5461,3.96
20220501T0400,5.7402453,97.945946,3.8773184
20220501T0500,6.1202455,97.75243,3.9763298
20220501T0600,7.3702455,95.25596,4.6938257
20220501T0700,8.790245,90.98014,5.3517847
20220501T0800,10.000245,85.05583,5.00128
20220501T0900,11.190246,79.5742,4.5536795
20220501T1000,12.380245,72.08804,5.0142193
20220501T1100,13.580245,65.985756,4.8433046
20220501T1200,14.730246,59.153202,5.4833565
20220501T1300,15.550245,53.40982,7.9932976
20220501T1400,16.190247,50.58629,8.654986
20220501T1500,16.350246,50.385002,8.209263
20220501T1600,16.140245,52.105846,7.8625183
20220501T1700,15.470245,55.61733,8.049845
20220501T1800,14.040245,61.31235,7.2359104
20220501T1900,11.610246,75.02813,5.506941
20220501T2000,10.220245,81.59084,5.8048253
20220501T2100,9.400246,86.28281,6.519877
20220501T2200,7.6802454,92.41695,5.8603754
20220501T2300,7.8302455,92.683266,5.6233797
20220502T0000,7.690245,92.99511,6.638072
20220502T0100,7.000245,94.12063,5.5887027
20220502T0200,5.9502454,96.12268,4.3349743
20220502T0300,4.940245,98.54358,4.68
20220502T0400,4.4302454,98.669464,4.73506
20220502T0500,5.270245,97.52065,3.5455887
20220502T0600,8.360246,90.57063,4.5536795
20220502T0700,10.730246,82.73218,5.3517847
20220502T0800,12.850245,76.537994,6.1305785
20220502T0900,14.830245,70.862854,7.145796
20220502T1000,16.520247,60.826538,7.491114
20220502T1100,17.910246,54.299362,6.8777895
20220502T1200,18.680244,49.346058,6.9247384
20220502T1300,19.000246,46.445194,8.557102
20220502T1400,19.040245,47.91412,9.826088
20220502T1500,18.940245,49.182125,9.9571085
20220502T1600,18.650246,51.29719,9.9571085
20220502T1700,17.880245,53.849365,7.928178
20220502T1800,16.460245,57.664776,7.2359104
20220502T1900,13.830245,71.34128,6.849467
20220502T2000,12.300245,78.6646,7.2359104
20220502T2100,11.780245,80.81143,8.759178
20220502T2200,10.900246,82.92451,6.3690495
20220502T2300,9.990245,86.58451,7.145796
20220503T0000,9.590245,89.070984,6.696387
20220503T0100,9.510245,87.669716,5.3517847
20220503T0200,8.990245,90.18692,2.2768397
20220503T0300,7.9902453,93.33588,2.3051248
20220503T0400,7.5702453,94.02275,2.3051248
20220503T0500,7.790245,94.817154,2.8116899
20220503T0600,10.320246,88.59187,2.5959969
20220503T0700,12.5602455,78.65158,1.4399999
20220503T0800,14.930245,69.60156,1.609969
20220503T0900,16.710245,64.33933,2.5959969
20220503T1000,18.550245,56.989258,3.096837
20220503T1100,19.710245,49.866417,4.379589
20220503T1200,20.110245,45.15695,5.0528407
20220503T1300,20.240246,43.07529,4.73506
20220503T1400,19.280245,44.458183,4.0249224
20220503T1500,18.770245,47.510925,1.609969
20220503T1600,18.500246,50.353924,1.5273507
20220503T1700,17.890245,57.401394,2.1897945
20220503T1800,16.390245,63.619095,6.725354
20220503T1900,15.160245,68.57441,6.439876
20220503T2000,14.280245,73.78534,5.1165614
20220503T2100,13.100245,78.31042,3.319036
20220503T2200,11.230246,85.663315,3.8268526
20220503T2300,10.880245,87.092674,3.5455887
20220504T0000,9.780245,90.68438,4.3498964
20220504T0100,8.950245,92.56635,3.7064266
20220504T0200,8.150246,94.83527,3.6
20220504T0300,7.7602453,96.729355,4.072935
20220504T0400,7.8302455,96.39969,4.0249224
20220504T0500,8.770246,95.45164,4.1046314
20220504T0600,10.660245,90.507126,4.896529
20220504T0700,12.820246,83.22707,3.9763298
20220504T0800,15.240245,73.267715,5.1544156
20220504T0900,17.320246,63.831512,5.8603754
20220504T1000,18.190245,58.572174,5.495161
20220504T1100,19.330246,51.376766,6.5693827
20220504T1200,19.320246,48.985676,6.151683
20220504T1300,18.370245,53.069572,5.0142193
20220504T1400,18.420246,52.830727,3.8773184
20220504T1500,17.950245,54.86689,3.2399998
20220504T1600,17.900246,55.831306,5.0911684
20220504T1700,17.610245,59.58407,4.452954
20220504T1800,15.570246,65.88743,3.7064266
20220504T1900,13.700245,79.41209,5.904439
20220504T2000,13.780245,76.48619,3.096837
20220504T2100,13.8102455,75.82315,3.6
20220504T2200,11.400246,92.34907,5.315336
20220504T2300,11.950245,92.07538,3.5455887
20220505T0000,12.180245,91.66056,3.4152596
20220505T0100,12.120245,93.01374,2.7416782
20220505T0200,12.290245,93.14767,4.198285
20220505T0300,12.290245,93.895325,3.319036
20220505T0400,12.360246,94.52566,2.7416782
20220505T0500,12.150246,95.020744,1.9386592
20220505T0600,12.150246,94.39006,2.2768397
20220505T0700,12.280245,93.70739,2.5959969
20220505T0800,12.630245,90.05511,4.3349743
20220505T0900,12.830245,88.75886,6.6087217
20220505T1000,12.890245,87.119316,8.64
20220505T1100,12.8102455,86.99484,10.948973
20220505T1200,12.520246,87.55082,8.28
20220505T1300,12.420245,87.658646,8.473393
20220505T1400,12.680245,85.19162,8.12197
20220505T1500,13.070246,83.59446,6.725354
20220505T1600,13.020246,84.37726,5.8603754
20220505T1700,12.710245,87.9803,3.9763298
20220505T1800,12.440246,90.28111,3.0758414
20220505T1900,11.150246,95.744576,1.609969
20220505T2000,11.290245,96.52216,3.396233
20220505T2100,11.0602455,96.385345,5.6002855
20220505T2200,11.150246,93.89891,6.792466
20220505T2300,10.930245,93.44575,6.28713
20220506T0000,11.140245,92.33237,7.2
20220506T0100,11.070246,92.14138,5.692099
20220506T0200,11.0602455,92.57636,5.991594
20220506T0300,11.090245,94.02208,5.634891
20220506T0400,10.990245,95.674126,6.489992
20220506T0500,11.0602455,96.51465,6.2145634
20220506T0600,11.380245,97.88862,8.311245
20220506T0700,12.140245,93.63756,11.013882
20220506T0800,12.990245,88.77289,12.979984
20220506T0900,13.940246,83.81214,12.413476
20220506T1000,13.120245,88.01847,12.245294
20220506T1100,13.990245,81.93879,14.618837
20220506T1200,15.010245,77.6676,14.587776
20220506T1300,16.120245,73.28096,15.725037
20220506T1400,16.500246,71.615204,13.979871
20220506T1500,16.760244,69.41112,9.726665
20220506T1600,17.030245,69.6504,11.440978
20220506T1700,16.790245,69.232254,10.239453
20220506T1800,15.760245,72.92273,7.6367526
20220506T1900,14.230246,77.440025,6.489992
20220506T2000,13.290245,80.15689,7.342588
20220506T2100,12.790245,81.11879,7.6367526
20220506T2200,11.820246,86.077126,7.127636
20220506T2300,11.730246,84.62374,5.2416787
20220507T0000,11.400246,86.03153,1.835647
20220507T0100,11.010245,86.86973,1.4399999
20220507T0200,10.570246,88.73558,2.968636
20220507T0300,10.130245,90.09644,3.7064266
20220507T0400,9.610246,91.60443,3.6
20220507T0500,9.190246,93.53612,2.5959969
20220507T0600,10.960245,88.291016,2.9024127
20220507T0700,12.860246,80.474045,3.671294
20220507T0800,14.700245,73.81159,5.5887027
20220507T0900,16.440247,67.42323,8.373386
20220507T1000,17.850245,61.639935,9.107359
20220507T1100,18.870245,54.2939,8.0899935
20220507T1200,19.540245,50.879063,7.928177
20220507T1300,20.010244,47.43622,8.707237
20220507T1400,20.200245,45.430378,10.24578
20220507T1500,20.260244,45.106876,11.384199
20220507T1600,19.500246,49.741177,11.525623
20220507T1700,18.330246,57.04885,7.9526596
20220507T1800,17.010244,63.589672,5.506941
20220507T1900,17.130245,56.51139,2.5959969
20220507T2000,15.120245,65.92221,3.8268526
20220507T2100,12.5602455,80.159035,4.1046314
20220507T2200,13.110246,78.25904,5.904439
20220507T2300,12.680245,81.21309,1.1384199
20220508T0000,11.520246,85.00152,4.6938257
20220508T0100,10.880245,87.15187,4.3349743
20220508T0200,10.180245,89.36729,4.3349743
20220508T0300,9.390245,91.83928,5.3999996
20220508T0400,8.900246,93.3272,5.6233797
20220508T0500,9.720245,92.67963,5.3517847
20220508T0600,11.920245,86.78761,5.315336
20220508T0700,14.180245,79.69629,5.692099
20220508T0800,15.930245,75.87565,7.289445
20220508T0900,17.460245,70.9,11.457958
20220508T1000,18.450245,63.958836,11.435313
20220508T1100,19.460245,59.04198,12.7279215
20220508T1200,19.560246,58.12938,13.363711
20220508T1300,19.730246,55.254597,13.237039
20220508T1400,19.900246,53.43901,12.594856
20220508T1500,19.790245,51.6402,11.681987
20220508T1600,19.730246,52.75092,9.290511
20220508T1700,19.520245,53.30289,6.489992
