date,temprature,humidity,wind 
20220122T0700,0.3002454,82.06295,3.6
20220122T0800,0.4202454,82.57216,2.1897945
20220122T0900,1.2302454,80.21937,1.8
20220122T1000,2.3502455,75.68268,1.2979984
20220122T1100,3.5202456,72.630226,1.5273507
20220122T1200,4.5302453,69.501854,1.1384199
20220122T1300,5.250245,67.01136,1.1384199
20220122T1400,5.440245,66.66393,0.8049845
20220122T1500,5.5502453,65.816246,1.835647
20220122T1600,4.960245,68.13382,2.2768397
20220122T1700,3.4402456,75.55597,2.9024127
20220122T1800,1.0402454,85.33609,3.8773184
20220122T1900,0.4902454,88.151276,3.7585104
20220122T2000,-0.019754589,90.67575,2.8799999
20220122T2100,-0.98975456,92.76719,3.319036
20220122T2200,-0.5797546,92.59389,2.4149535
20220122T2300,-0.8497546,94.09589,2.7416782
20220123T0000,-0.8097546,94.30815,2.5455842
20220123T0100,-0.9597546,94.788826,2.5455842
20220123T0200,-1.1597546,95.1991,2.7416782
20220123T0300,-1.2597545,95.47621,2.6208394
20220123T0400,-1.2897546,95.54538,3.9763298
20220123T0500,-1.3397546,95.68454,3.319036
20220123T0600,-0.7097546,95.57944,4.452954
20220123T0700,-0.76975465,95.50528,3.319036
20220123T0800,0.2402454,93.82544,3.671294
20220123T0900,1.0502454,92.58744,4.6800003
20220123T1000,2.5502453,88.12064,5.4119864
20220123T1100,3.7102456,85.55316,4.68
20220123T1200,4.710245,79.33268,5.0528407
20220123T1300,5.5902452,72.31457,5.634891
20220123T1400,5.9902453,69.974686,7.289445
20220123T1500,5.6402454,73.00885,6.297428
20220123T1600,3.4502454,77.52066,7.4128532
20220123T1700,2.4002454,79.82155,7.289444
20220123T1800,1.7402455,82.10108,5.95906
20220123T1900,0.9102454,84.37795,5.154415
20220123T2000,0.00024539232,86.79751,5.3517847
20220123T2100,-0.2697546,87.08792,4.452954
20220123T2200,-0.8497546,87.2127,4.3349743
20220123T2300,-1.0497546,88.305244,5.6920996
20220124T0000,-1.4297546,88.66012,4.8965297
20220124T0100,-1.6097547,89.17418,4.39436
20220124T0200,-1.4197546,90.47323,4.0249224
20220124T0300,-1.6997546,90.17448,3.7064266
20220124T0400,-1.8697547,90.0895,3.7585104
20220124T0500,-1.9297546,89.610245,4.452954
20220124T0600,-1.8897547,89.479744,4.802999
20220124T0700,-1.6297547,89.038155,4.510787
20220124T0800,-0.73975456,86.96564,5.1165614
20220124T0900,0.4302454,85.76296,5.1165614
20220124T1000,1.5802454,81.713974,6.792466
20220124T1100,2.5802455,78.45484,7.7879906
20220124T1200,3.2902455,75.86109,5.692099
20220124T1300,4.0102453,73.69732,4.6102495
20220124T1400,4.4402456,72.87238,4.510787
20220124T1500,4.2602453,78.00317,4.0249224
20220124T1600,5.3102455,68.76426,5.00128
20220124T1700,3.8502455,75.96612,3.096837
20220124T1800,0.5302454,85.83944,4.8433046
20220124T1900,-0.40975457,89.037346,5.904439
20220124T2000,-0.65975463,90.01015,6.1305785
20220124T2100,-0.63975465,89.811455,6.1094027
20220124T2200,-0.3897546,88.31406,4.39436
20220124T2300,-0.5697546,87.31168,5.495161
20220125T0000,-0.98975456,88.31207,5.00128
20220125T0100,-1.4997545,90.05962,4.829907
20220125T0200,-1.7397546,90.23816,4.829907
20220125T0300,-1.8697547,90.90534,4.6938257
20220125T0400,-2.0997548,91.70699,4.6938257
20220125T0500,-2.0897546,92.05308,5.1165614
20220125T0600,-2.3697548,92.72369,4.8433046
20220125T0700,-2.5797548,93.54802,4.39436
20220125T0800,-1.6097547,92.44,5.315336
20220125T0900,0.11024541,91.15803,4.5536795
20220125T1000,0.64024544,88.42862,5.5887027
20220125T1100,2.1202455,82.09824,5.8603754
20220125T1200,3.4702454,77.12813,6.489992
20220125T1300,4.610245,71.90202,6.489992
20220125T1400,5.1802454,72.1254,5.4477882
20220125T1500,5.6002455,69.1308,4.379589
20220125T1600,4.2902455,76.380936,3.4152596
